Date,Day of Week,Time Reported,Type,Status,Location,Area,Description,Lat,Long
12-14-2018,5,7:15 AM,UNWANTED GUEST,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the first floor seating area. Officers arrived, located individual and informed them they cannot sleep in the building to which they complied and stated they were going to buy a coffee in the building.",42.372708,-71.1188362
12-14-2018,5,8:42 AM,SUSPICIOUS ACTIVITY,CLOSED,1585 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of a bias related email an individual received.,42.3790947,-71.1187539
12-14-2018,5,12:56 PM,THEFT REPORT,CLOSED,19 ELIOT ST,CAMBRIDGE,Officer dispatched to take a report of a stolen Flyer Schwalbe bicycle tire valued at $50.00.,42.3728189,-71.1214944
12-14-2018,5,4:15 PM,SUSPICIOUS ACTIVITY,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of a bias related suspicious incident.,42.372708,-71.1188362
12-14-2018,5,5:04 PM,ASSIST CPD - THEFT REPORT,CLOSED,1033 MASSACHUSETTS AVE ASSIST CPD - THEFT REPORT,CAMBRIDGE,"Officer took a walk in report of a stolen black Trek bicycle valued at $425.00. The reporting individual informed the officer that their bicycle was secured to a meter with a chain lock valued at $20.00, which was also stolen.",42.3698581,-71.1119844
12-14-2018,5,11:37 PM,LOUD PARTY,CLOSED,20 PRESCOTT ST,CAMBRIDGE,Officers dispatched to a report of a loud party. Officers arrived and advised occupants of room 56 to keep noise down.,42.3736143,-71.113495
12-13-2018,4,9:21 AM,THEFT REPORT,CLOSED,1805 CAMBRIDGE ST,CAMBRIDGE,"Officer dispatched to take a report of stolen pages from several books valued at $900.00 and magnetic strips that are used for books valued at $1,2000.00.",42.3764092,-71.1182378
12-13-2018,4,1:58 PM,SUSPICIOUS ACTIVITY,CLOSED,1 BOW ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious email an individual received.,42.3721832,-71.1158113
12-13-2018,4,3:35 PM,ASSIST STATE POLICE,CLOSED,1 MEMORIAL DR,CAMBRIDGE,Officers dispatched to a report of two teens on the ice. Officers arrived and reported individuals gone on arrival.,42.3615984,-71.0812788
12-13-2018,4,4:58 PM,AM,CLOSED,1 WESTERN AVE THEFT REPORT,ALLSTON,Officer dispatched to take a report of a stolen package containing two pairs of blue 7 For All Mankind jeans valued at $300.00.,,
12-13-2018,4,6:41 PM,MOTOR VEHICLE ACCIDENT,CLOSED,27 EVERETT ST,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3800672,-71.1175873
12-13-2018,4,8:52 PM,SUSPICIOUS MAIL/ PACKAGE/BAG,CLOSED,33 KIRKLAND ST,CAMBRIDGE,Officers dispatched to a report of a suspicious package on the 11th floor. Officers arrived and reported package contained a printer cartridge.,42.3771666,-71.1134286
12-12-2018,3,3:14 PM,ASSAULT REPORT,CLOSED,190 LONGWOOD AVE,BOSTON,Officer dispatched to take a report of past assault and battery.,42.3358209,-71.1023117
12-12-2018,3,3:15 PM,THEFT REPORT,CLOSED,8 MILL ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black Surly bicycle valued at $1,800.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a u-lock valued at $50.00, which was also stolen.",42.3700294,-71.1172936
12-11-2018,2,12:11 PM,ASSIST CAMBRIDGE POLICE,CLOSED,1 CHURCH ST ,CAMBRIDGE,Officer took a report of a past assault and battery.,42.3745722,-71.1193264
12-11-2018,2,12:15 AM,ASSIST CAMBRIDGE POLICE,CLOSED,18 BOW ST ,CAMBRIDGE,Officer dispatched to a report of loud noise possibly coming from a Harvard building. Officer arrived and reported negative results and determined noise coming from an unaffiliated building.,42.380774,-71.0972284
12-11-2018,2,1:23 AM,INDECENT ASSAULT,OPEN,18 PLYMTPON ST INDECENT ASSAULT,CAMBRIDGE,Officer dispatched to take a report of a past indecent assault and battery.,42.3736158,-71.1097335
12-11-2018,2,6:26 AM,MOTOR VEHICLE ACCIDENT,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.,42.33854,-71.1026766
12-11-2018,2,11:08 AM,THEFT REPORT,CLOSED,180 LONGWOOD AVE,BOSTON,"Officer dispatched to take a report of a stolen Apple laptop valued at $1,500.00, an Apple laptop case valued at 30.00, an Apple charger valued at $80.00, a recovered stolen Swiss book bag valued at $50.00, and a recovered stolen HUID card.",42.336146,-71.1014026
12-11-2018,2,11:22 AM,THEFT REPORT,CLOSED,32 QUINCY ST,CAMBRIDGE,Officer dispatched to take a report of a stolen purple Specialized bicycle valued at 900.00. The reporting individual informed the officer that their bicycle was left unsecured to the bike rack.,42.3742185,-71.1141979
12-11-2018,2,12:58 PM,ASSIST CAMBRIDGE POLICE,CLOSED,18 DUNSTER ST ,CAMBRIDGE,Officer dispatched to take a report of a past indecent assault and battery.,42.3699413,-71.1121257
12-11-2018,2,1:25 PM,MOTOR VEHICLE ACCIDENT,CLOSED,18 WESTERN AVE / N HARVARD ST,ALLSTON,Officer dispatched to take a report of a past motor vehicle that was observed striking a bench and then fleeing the area.,42.363284,-71.129148
12-11-2018,2,3:05 PM,SUSPICIOUS ACTIVITY,CLOSED,1585 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of a suspicious letter several individuals received.,42.3790947,-71.1187539
12-11-2018,2,3:08 PM,PM,CLOSED,7 SUMNER RD LOST PROPERTY,CAMBRIDGE,"Officers dispatched to take a report of 500 stolen Moleskin notebooks valued at $7,000.00.",42.3758825,-71.1128329
12-11-2018,2,7:26 PM,TRESPASS WARNING,CLOSED,23 HARVARD YARD,CAMBRIDGE,"Officer dispatched to a report of an unwanted guest in the building. Officer arrived, located individual and conducted a field interview. The individual was issued a verbal trespass warning for all Harvard University property and sent on their way.",42.374896,-71.1160649
12-10-2018,1,3:41 PM,HARASSMENT,OPEN,6 MASSACHUSETTS AVE,CAMBRIDGE,Officer took a report of ongoing harassment.,42.3574519,-71.0932099
12-10-2018,1,4:59 PM,UNWANTED GUEST,CLOSED,64 BRATTLE ST,CAMBRIDGE,Officers dispatched to a report of a group of unwanted guests on the property. Officers arrived and reported individuals gone on arrival.,42.3748457,-71.1229902
12-10-2018,1,5:33 PM,THEFT REPORT,CLOSED,1585 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report from an individual who recently observed an unknown individual going their bag. The reporting individual informed the officer that no items were stolen.,42.3790947,-71.1187539
12-10-2018,1,5:47 PM,SUSPICIOUS ACTIVITY,CLOSED,95 DUNSTER ST,CAMBRIDGE,Officers dispatched to a report of the smell of marijuana coming from a room. Officers arrived and report could not detect an odor or marijuana.,42.3706474,-71.1207889
12-09-2018,0,12:31 AM,LOUD PARTY,CLOSED,10 HARVARD YARD,CAMBRIDGE,Officers dispatched to a report of a loud party coming from the common room area.. Officers arrived and reported party had ended and individuals left the area.,42.3743935,-71.1162572
12-09-2018,0,2:33 AM,NOISE COMPLAINT,CLOSED,1 WESTERN AVE,ALLSTON,Officers dispatched to a report of loud noise coming from an apartment. Officers arrived and advised occupants of apartment 544 to keep noise down.,42.3646441,-71.1189078
12-09-2018,0,12:52 PM,THEFT REPORT,CLOSED,59 GARDEN ST,CAMBRIDGE,"Officer dispatched to take a report of a recovered stolen Apple laptop valued at $4,000.00, a recovered stolen white backpack valued at $45.00, a recovered stolen Apple charger valued at $45.00, and an Apple laptop case valued at $35.00.",42.3811795,-71.1259404
12-08-2018,6,9:19 AM,NOISE COMPLAINT,CLOSED,111 WESTERN AVE,ALLSTON,Officers dispatched to a report of loud noise coming from several apartments. Officers arrived and reported area quiet.,42.3644675,-71.1199197
12-08-2018,6,9:38 AM,SUSPICIOUS ACTIVITY,CLOSED,1 OXFORD ST,CAMBRIDGE,Officers dispatched to a report of an individual sleeping in the area. Officers arrived and reported student accidentally fell asleep.,42.376431,-71.1169182
12-08-2018,6,5:28 PM,FIELD INTERVIEW,CLOSED,5 HARVARD YARD,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the common area. Officers arrived, located individual and conducted a field interview. The individual was then sent on their way.",42.3743935,-71.1162572
12-08-2018,6,6:34 PM,THEFT REPORT,CLOSED,39 HOLYOKE ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black Calvin Klein wallet valued at $100.00, a HUID card, a credit/debit card, a license, $200.00 in U.S. currency, and an identification card. CERAMICS STUDIO",42.3713565,-71.1194069
12-08-2018,6,7:09 PM,THEFT REPORT,CLOSED,224 WESTERN AVE,ALLSTON,"Officer dispatched to take a report of a stolen green Canada Goose jacket valued at $900.00, a black headband valued at $15.00, a red scraf valued at $30.00, and a leopard print fleec gloves valued at $5.00.",42.3625986,-71.131201
12-08-2018,6,9:19 AM,NOISE COMPLAINT,CLOSED,111 WESTERN AVE,ALLSTON,Officers dispatched to a report of loud noise coming from several apartments. Officers arrived and reported area quiet.,42.3644675,-71.1199197
12-08-2018,6,9:38 AM,SUSPICIOUS ACTIVITY,CLOSED,1 OXFORD ST,CAMBRIDGE,Officers dispatched to a report of an individual sleeping in the area. Officers arrived and reported student accidentally fell asleep.,42.376431,-71.1169182
12-08-2018,6,5:28 PM,FIELD INTERVIEW,CLOSED,5 HARVARD YARD,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the common area. Officers arrived, located individual and conducted a field interview. The individual was then sent on their way.",42.3743935,-71.1162572
12-08-2018,6,6:34 PM,THEFT REPORT,CLOSED,39 HOLYOKE ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black Calvin Klein wallet valued at $100.00, a HUID card, a credit/debit card, a license, $200.00 in U.S. currency, and an identification card. CERAMICS STUDIO",42.3713565,-71.1194069
12-08-2018,6,7:09 PM,THEFT REPORT,CLOSED,224 WESTERN AVE,ALLSTON,"Officer dispatched to take a report of a stolen green Canada Goose jacket valued at $900.00, a black headband valued at $15.00, a red scraf valued at $30.00, and a leopard print fleec gloves valued at $5.00.",42.3625986,-71.131201
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to a report of a noise complaint possibly coming from a Harvard building. Officer arrived and reported noise was not coming from a Harvard building and CPD was notified.,42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,"Officer dispatched to a report of an individual who was observed throwing a drink against the wall and taking their shirt off after a fire alarm had gone off in the building. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then sent on their way",42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,"Officer dispatched to a report of an unwanted guest behind the building. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.,42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the arcade area. Officers arrived, located individual and sent them on their way.",42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officers dispatched to a report of an individual wandering around the area looking into several motor vehicles. Officers arrived and reported individual gone on arrival.,42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,BOSTON,"Officers dispatched to a report of a possibly intoxicated unwanted guest in the building. Officers arrived, located individual who was not intoxicated and had authorization to be in the building as they were a contractor working in the building.",42.349884,-71.0426815
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a stolen black LL Bean coat valued at $150.00 and a room key.,42.3736158,-71.1097335
12-07-2018,5,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officers dispatched to a report of loud noise. Officers arrived and advised occupants to lower music volume.,42.3736158,-71.1097335
12-06-2018,4,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to a report of a noise complaint. Officer arrived and reported advised occupant of the club to lower music volume.,42.3736158,-71.1097335
12-06-2018,4,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of tagging/graffiti done to the parking ramp.,42.3736158,-71.1097335
12-06-2018,4,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a past domestic disturbance.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to a report of an unattended suitcase in the walkway leading to the entrance of the building. Officer arrived and reported suitcase was disposed of.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of an attempted forcible breaking and entering into a construction site.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to monitor a demonstration that went without incident.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of suspicious activity.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a suspicious incident.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,"Officer dispatched to a report of an unwanted guest attempting to sell sneakers. Officer arrived, located individual and sent them on their way.",42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a suspicious incident.,42.3736158,-71.1097335
12-05-2018,3,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to a report of the smell of something burning in the area. Officer arrived and reported smoke and odor coming from several trucks that were at the loading dock area.,42.3736158,-71.1097335
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,BOSTON,,42.3600825,-71.0588801
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,,42.3736158,-71.1097335
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,,42.3736158,-71.1097335
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,ALLSTON,,42.3539038,-71.1337112
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,,42.3736158,-71.1097335
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,,42.3736158,-71.1097335
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,ALLSTON,,42.3539038,-71.1337112
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,,42.3736158,-71.1097335
12-04-2018,2,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,,42.3736158,-71.1097335
12-03-2018,1,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,42.3736158,-71.1097335
12-03-2018,1,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,"Officer dispatched to take a report of a stolen blue Canada Goose jacket valued at $1,000.00.",42.3736158,-71.1097335
12-03-2018,1,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a past attempted unarmed robbery.,42.3736158,-71.1097335
12-03-2018,1,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to a report of two packages next to the Fed Ex drop box. Officer arrived and reported packages were left outside of drop box because they were too big.,42.3736158,-71.1097335
12-03-2018,1,ERROR,ERROR,ERROR,ERROR,CAMBRIDGE,Officer dispatched to take a report of a stolen black and silver Critical Cycles bicycle valued at $200.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock which was cut and left at the scene.,42.3736158,-71.1097335
12-02-2018,0,12:06 AM,SUSPICIOUS ACTIVITY,CLOSED,63 MT AUBURN ST,,Officer dispatched to a report of three unknown individuals asking the whereabouts of an individual which seemed suspicious. Officer arrived and reported individuals gone on arrival.,42.3720364,-71.117674
12-02-2018,0,12:13 AM,NOISE COMPLAINT,CLOSED,24 PRESCOTT ST,,"Officer dispatched to a report of loud noise coming from the area. Officer arrived, located individuals and sent them on their way.",42.3738693,-71.1135558
12-02-2018,0,4:08 AM,TRESPASS WARNING,CLOSED,60 GARDEN ST,,"Officer dispatched to a report of an unwanted guest refusing to leave the building. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and escorted out of the building.",42.3814605,-71.128166
12-02-2018,0,12:19 PM,SUSPICIOUS ACTIVITY,CLOSED,1201 MASSACHUSETTS AVE,,Officer dispatched to take a report of ongoing suspicious activity.,42.3719526,-71.1147573
12-02-2018,0,1:52 PM,ASSIST CAMBRIDGE POLICE,CLOSED,1 GARDEN ST,,Officer dispatched to take a report of a past indecent assault.,42.3609224,-71.067099
12-02-2018,0,4:07 PM,TRESPASS WARNING,CLOSED,14 APPIAN WAY,,"Officers dispatched to a report of an individual in the possession of two bicycles which seemed suspicious. Officers arrived, located individual who was using a hammer on one of the bicycles and conducted a field interview. The individual was run for wants/warrants with negative results but did show positive for an active trespass warning for all Harvard University property. Officers reported the individual could not provide proof of ownership of either bicycle. It was at this time that the individual was re-issued a verbal trespass warning for all Harvard University property and the bicycles were confiscated.",42.3754134,-71.1212954
12-02-2018,0,5:19 PM,THEFT REPORT,OPEN,41 HARVARD WAY,,"Officer dispatched to take a report of a stolen a blue Moncler coat valued at $1,400.00.",42.3665053,-71.1214898
12-02-2018,0,8:49 PM,ASSIST CAMBRIDGE POLICE,CLOSED,MT AUBURN ST / HOLYOKE ST,,Officer dispatched to take a report of vandalism done to a motor vehicle tire that looked to be deliberately slashed.,42.3719672,-71.1185723
12-02-2018,0,10:58 PM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,101 DUNSTER ST,,Officer dispatched to take a report of annoying text messages an individual had received.,42.3704133,-71.1216494
12-01-2018,6,12:34 AM,SUSPICIOUS ACTIVITY,CLOSED,85 PRESCOTT ST,CAMBRIDGE,"Officers dispatched to a report of an individual yelling at people. Officers arrived, located individual and reported individual had gone back into their apartment.",42.3747422,-71.1137388
12-01-2018,6,3:48 AM,LOUD PARTY,CLOSED,1 WESTERN AVE,ALLSTON,Officers dispatched to a report of a loud party. Officers arrived and reported party in apartment 1401 had ended and individuals left the building.,42.3646446,-71.1189057
12-01-2018,6,4:51 AM,HARASSMENT,OPEN,1033-6 MASSACHUSETTS AVE,CAMBRIDGE,Officer took a walk in report of harassment.,42.3698581,-71.1119844
12-01-2018,6,9:34 AM,UNWANTED GUEST,CLOSED,44 BRATTLE ST,CAMBRIDGE,Officer reported that they removed an unwanted guest from the area who was at the rear of the building.,42.3737541,-71.1218741
12-01-2018,6,12:02 PM,SUSPICIOUS ACTIVITY,CLOSED,1465 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to a report that an individual was possibly witnessed cutting a lock off a bicycle. Officer arrived and reported individual gone on arrival and no bicycle lock cut.,42.3746154,-71.1186951
12-01-2018,6,12:01 PM,SUSPICIOUS ACTIVITY,CLOSED,39 HOLYOKE ST,CAMBRIDGE,Officers dispatched to a report of an individual possibly attempting to steal items from the men's locker room. Officers arrived and reported individual gone on arrival and no items reported stolen.,42.3713565,-71.1194069
12-01-2018,6,12:34 PM,MOTOR VEHICLE ACCIDENT,CLOSED,79 N HARVARD ST,ALLSTON,Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.,42.3667301,-71.127491
12-01-2018,6,1:06 PM,UNWANTED GUEST,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest refusing to leave the building. Officers arrived, located individual and sent them on their way.",42.372708,-71.1188362
12-01-2018,6,1:15 PM,UNWANTED GUEST,CLOSED,45 BOW ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest possibly drinking alcohol and smoking a cigarette on a bench. Officers arrived, located individual and sent them on their way.",42.3715727,-71.1168872
12-01-2018,6,1:27 PM,THEFT REPORT,CLOSED,24 OXFORD ST,CAMBRIDGE,Officer dispatched to take a report of a stolen make-up kit valued at $150.00.,42.3781869,-71.1154884
12-01-2018,6,10:47 PM,FIELD INTERVIEW,CLOSED,32 MILL ST,CAMBRIDGE,Officers dispatched to a report of several individuals attempting to enter the courtyard area from an unsecured gate who were not believed to have authorization to be in the area. Officers arrived and reported spoke to several affiliated individuals who were connected to the incident who stated they were just talking to several unknown individuals who eventually left the area.,42.3702025,-71.1191008
12-01-2018,6,10:55 PM,SUSPICIOUS ACTIVITY,CLOSED,6 HARVARD YARD,CAMBRIDGE,Officer dispatched to a report of an individual screaming in the area. Officer arrived and reported negative results.,42.3743935,-71.1162572
11-30-2018,5,11:03 AM,ASSIST STATE POLICE,CLOSED,NORTH HARVARD ST / SOLDIERS FIELD RD,ALLSTON,Officers dispatched to a report of a bicyclist struck by a motor vehicle. Officers arrived and reported MSP and BPD on scene taking over incident. An individual was transported to a medical facility in this incident.,42.3637276,-71.1291203
11-30-2018,5,11:25 AM,FIELD INTERVIEW,CLOSED,1 PEABODY ST,CAMBRIDGE,Officers while on patrol observed an individual filming in the area. Officers approached the individual and conducted a field interview. The individual was run for wants/warrants with negative results. It was determined that the individual did in fact have permission to be filming in the area.,42.3671021,-71.1154911
11-30-2018,5,12:00 PM,SUSPICIOUS ACTIVITY,CLOSED,1 OXFORD ST,CAMBRIDGE,Officers dispatched to a report of an unknown individual asking several custodial staff members to open doors. Officers arrived and reported individual gone on arrival.,42.376431,-71.1169182
11-30-2018,5,12:17 PM,RECEIVE/POSSESS STOLEN PROP.,ARREST,973 MEMORIAL DR,CAMBRIDGE,"Officer while on patrol monitored a radio transmission of an individual sitting on a bench at the Anderson Bridge who was recently observed in a Harvard University owned and operated building carrying several items to which possibly were stolen. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. It was discovered during the field interview that the individual did admit to being in a Harvard University building without having authorization to be inside. It was also discovered that the individual was in possession of a laptop and a cell phone that did not belong to them. Officers were able to confirm that the laptop was indeed stolen as a victim had come forward explaining that their laptop was stolen early today from a coffee shop located at 52 Church Street, Cambridge, MA 02138. The suspect also stated that they purchased the cell on the ""street"" just recently. It was at this time that the individual was informed that they were being placed under arrest for Receiving Stolen Property Over $1200 and Receiving Stolen Property Under 1200.",42.3705052,-71.1237408
11-30-2018,5,1:48 PM,UNWANTED GUEST,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the common area on the second floor. Officers arrived, located individual and sent them on their way.",42.372708,-71.1188362
11-30-2018,5,3:47 PM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,23 HARVARD YARD,CAMBRIDGE,Officer took a report over the phone of annoying phone calls and emails several individuals have received. Officer was able to get in contact with the caller and advised them to no longer call staff members from Memorial Church.,42.374896,-71.1160649
11-30-2018,5,4:19 PM,SUSPICIOUS ACTIVITY,CLOSED,24 EVERETT ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious incident.,42.3792485,-71.1173276
11-30-2018,5,4:32 PM,TRESPASS WARNING,CLOSED,10 DEWOLFE ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest inside the laundry room. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual did show positive results for an active trespass warning for all Harvard University property. The individual was then informed that they were being re-issued a verbal trespass warning for all Harvard University property and was then escorted out of the building.",42.3704269,-71.1161999
11-30-2018,5,6:26 PM,SUSPICIOUS ACTIVITY,CLOSED,900 MEMORIAL DR,CAMBRIDGE,Officers dispatched to take a report of an individual who was in the building who didn't seem to have authorization to be there. Officers arrived and reported individual was gone on arrival.,42.3662518,-71.1152777
11-30-2018,5,11:26 PM,OPEN & GROSS,OPEN,17 HARVARD YARD,CAMBRIDGE,"Officers dispatched to take a report from an individual who witnessed and individual pulling their pants down and while doing so exposing their genitals and buttocks and began to masturbate in front of their door. Officers arrived, located individual and reported individual was transported to a medical facility by Pro Ambulance. The individual was informed complaints would be sought against them in this incident.",42.3743935,-71.1162572
11-29-2018,4,7:50 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,Officers dispatched to a report of an unwanted guest sleeping at the rear of the building. Officers arrived and reported individual gone on arrival.,42.3739234,-71.1220834
11-29-2018,4,8:19 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the area. Officers arrived, located individual and sent them on their way.",42.3739234,-71.1220834
11-29-2018,4,9:08 AM,SUSPICIOUS ACTIVITY,CLOSED,1 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of an individual taking pictures in the area. Officer arrived and reported individual gone on arrival.,42.374896,-71.1160649
11-29-2018,4,10:21 AM,TRESPASS LETTER,CLOSED,1033-6 MASSACHUSETTS AVE,CAMBRIDGE,Officer sent an individual a trespass letter for all Harvard University property.,42.3698581,-71.1119844
11-29-2018,4,1:23 PM,SUSPICIOUS ACTIVITY,CLOSED,84 BRATTLE ST,CAMBRIDGE,Officers dispatched to take a report of ongoing suspicious activity.,42.3757083,-71.1241149
11-29-2018,4,3:45 PM,A SERVICE,CLOSED,1 HARVARD YARD,CAMBRIDGE,Officer dispatched to obtain a copy of a restraining order.,42.374896,-71.1160649
11-29-2018,4,3:55 PM,THEFT REPORT,CLOSED,107 AVE LOUIS PASTEUR,BOSTON,"Officer dispatched to take a report of a stolen black Trek bicycle valued at $700.00. The reporting individual informed the officer that their bicycle was located inside of the bike cage unlocked. In addition, the individual stated their white and gray Specialized bicycle helmet valued at 40.00 was also stolen which was attached to their bicycle.",42.3374553,-71.103876
11-29-2018,4,4:46 PM,ASSIST CAMBRIDGE POLICE,CLOSED,32 CHURCH ST,CAMBRIDGE,Officer dispatched to a report of an odor of electrical smoke coming from the area. Officer arrived as well as CFD who reported odor was coming from the wood stove at the Border Cafe.,42.3742934,-71.1202318
11-29-2018,4,10:58 PM,FIRE,CLOSED,48 QUINCY ST,CAMBRIDGE,Officer dispatched to a report of smoke coming from a trash barrel. Officer arrived and reported smoke was coming from a lit cigarette that was thrown into a trash barrel on the patio area. The barrel was extinguished by CFD.,42.3757999,-71.1139077
11-28-2018,3,12:06 AM,ASSIST CAMBRIDGE POLICE,CLOSED,MASSACHUSETTS AVE,,Officer dispatched to take a report of an individual who had exposed themselves and began to manipulate their genitals.,42.4014728,-71.1370383
11-28-2018,3,7:58 AM,UNWANTED GUEST,CLOSED,8 STORY ST,,"Officers dispatched to a report of two unwanted guests in the area. Officers arrived, located both individuals and sent them on their way.",42.3739234,-71.1220834
11-28-2018,3,8:11 AM,PROPERTY DAMAGE,CLOSED,1350 MASSACHUSETTS AVE,,Officer dispatched to take a report of a shattered glass floor panel.,42.372708,-71.1188362
11-28-2018,3,9:54 AM,ASSIST OTHER PD,CLOSED,105 IRVING ST,,Officer took a report of a sudden/unattended death.,42.3788982,-71.1112205
11-28-2018,3,9:46 AM,SUSPICIOUS ACTIVITY,CLOSED,1730 CAMBRIDGE ST,,Officer dispatched to take a report of suspicious phone calls an individual received.,42.3750154,-71.1131476
11-28-2018,3,10:21 AM,THEFT REPORT,OPEN,401 PARK DR,,Officer dispatched to take a report of a stolen credit/debit card.,42.3448472,-71.1023307
11-28-2018,3,11:52 AM,UNWANTED GUEST,OPEN,651 HUNTINGTON AVE,,Officer dispatched to take a report of an ongoing unwanted guest issue.,42.3357189,-71.1015243
11-28-2018,3,1:27 PM,SUSPICIOUS MAIL/ PACKAGE/BAG,CLOSED,14 STORY ST,,Officers dispatched to a report of a suspicious package with small wiring sticking out of it. Officers arrived and reported box was removed and safely disposed of.,42.3737388,-71.1225472
